left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.826080 0.047984 
217.391296 215.760864 0.023164 
210.869568 207.608688 0.011954 
173.913040 223.369568 0.008646 
170.108688 225.000000 0.008124 
220.108688 214.673904 0.008281 
221.739136 222.282608 0.009015 
227.173904 214.130432 0.006755 
145.108688 145.652176 0.011463 
221.195648 217.391296 0.008466 
220.108688 224.456512 0.011339 
222.826080 223.913040 0.006059 
145.108688 145.652176 0.007446 
224.456512 195.108688 0.008739 
219.565216 225.000000 0.012275 
216.847824 234.782608 0.008120 
144.565216 149.456528 0.008458 
215.760864 215.217392 0.010273 
215.217392 217.934784 0.009043 
216.304352 236.413040 0.007410 
145.108688 148.913040 0.007482 


