left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
111.956520 145.652176 0.318355 
128.260864 144.565216 0.518801 
145.108688 149.456528 0.807238 
159.239136 145.652176 0.769758 
171.739136 144.021744 0.841461 
138.043472 124.456520 0.016660 
145.652176 120.108696 0.043877 
157.065216 110.326088 0.084212 
176.086960 110.326088 0.041849 
139.673920 116.304344 0.008318 
141.304352 120.652176 0.032695 
135.869568 126.630432 0.071762 
175.543472 111.413040 0.023294 
220.652176 219.565216 0.007908 
136.956528 124.456520 0.019843 
153.260864 109.239128 0.038320 
141.304352 123.913040 0.029304 
134.239136 117.391304 0.016136 
148.913040 107.065216 0.009087 
152.717392 106.521736 0.034590 
157.065216 100.000000 0.019802 


