left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
119.565216 171.195648 0.445420 
135.869568 173.369568 0.664948 
150.543472 178.804352 0.866207 
167.391296 176.086960 0.895553 
182.065216 175.543472 0.856770 
141.304352 147.282608 0.403898 
158.152176 144.021744 0.724893 
172.282608 143.478256 0.709720 
184.782608 144.021744 0.740006 
140.760864 141.847824 0.517452 
159.239136 134.782608 0.547424 
175.543472 136.956528 0.637002 
188.043472 137.500000 0.592974 
141.304352 138.043472 0.503187 
159.239136 130.434784 0.524739 
174.456528 132.065216 0.560488 
185.326080 132.608688 0.560734 
146.195648 136.413040 0.366807 
159.239136 126.086960 0.626018 
169.021744 125.543480 0.602737 
179.347824 124.456520 0.676623 


