left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.826080 0.056205 
219.021744 215.217392 0.024672 
210.869568 209.782608 0.010493 
176.086960 216.304352 0.014970 
171.195648 224.456512 0.009097 
223.369568 188.586960 0.009734 
227.717392 214.673904 0.008995 
227.717392 214.673904 0.006880 
224.456512 213.043472 0.003662 
225.000000 193.478256 0.009068 
220.108688 224.456512 0.011095 
223.913040 222.282608 0.006068 
224.456512 214.673904 0.002183 
224.456512 193.478256 0.010165 
219.565216 225.000000 0.012118 
211.956512 237.500000 0.007900 
213.586960 244.565216 0.005221 
216.847824 196.195648 0.012209 
237.500000 189.130432 0.009472 
213.043472 239.130432 0.007114 
209.239136 243.478256 0.005878 


