left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
227.173904 206.521744 0.029719 
219.565216 221.739136 0.015193 
223.913040 214.673904 0.007779 
227.173904 212.500000 0.006568 
173.369568 227.717392 0.004221 
219.565216 214.673904 0.007679 
224.456512 215.760864 0.007435 
227.717392 213.043472 0.005931 
152.173920 209.239136 0.002496 
217.391296 214.673904 0.007078 
223.913040 217.934784 0.006834 
227.717392 220.108688 0.004900 
153.804352 209.782608 0.001378 
215.760864 215.217392 0.006949 
223.913040 219.021744 0.008595 
229.347824 221.739136 0.006316 
227.173904 227.717392 0.002869 
210.869568 214.673904 0.008927 
208.695648 216.304352 0.009204 
230.978256 216.304352 0.006010 
232.608688 215.760864 0.003381 


