left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
228.260864 202.173904 0.027872 
219.565216 224.456512 0.018294 
197.826080 220.108688 0.011270 
196.739136 221.195648 0.011279 
202.717392 232.065216 0.006314 
219.021744 214.673904 0.011871 
206.521744 220.652176 0.009011 
206.521744 221.195648 0.006771 
167.391296 228.804352 0.003759 
214.673904 216.847824 0.008586 
220.652176 221.195648 0.006807 
223.369568 223.369568 0.005409 
205.978256 245.108688 0.002559 
212.500000 216.847824 0.008435 
220.652176 221.195648 0.008606 
220.652176 227.173904 0.006920 
208.152176 244.021744 0.003893 
208.695648 211.413040 0.010977 
207.608688 215.760864 0.009649 
215.217392 215.760864 0.006749 
210.326080 245.652176 0.003950 


