left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
228.260864 203.260864 0.030034 
219.565216 223.369568 0.019389 
202.717392 220.108688 0.010240 
201.086960 222.282608 0.009627 
204.891296 232.608688 0.005434 
220.108688 214.673904 0.012317 
213.043472 217.934784 0.008756 
224.456512 225.543472 0.006873 
214.673904 233.695648 0.003485 
216.304352 216.304352 0.008584 
220.652176 220.108688 0.007592 
223.913040 224.456512 0.005675 
212.500000 244.565216 0.001986 
215.760864 216.304352 0.008425 
220.652176 220.652176 0.009637 
221.739136 226.086960 0.007440 
217.934784 234.782608 0.003985 
210.869568 215.760864 0.010293 
209.239136 215.760864 0.009489 
216.847824 216.847824 0.006991 
216.847824 233.695648 0.004119 


