left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.282608 0.049461 
202.173904 220.108688 0.023186 
177.173904 227.717392 0.012327 
176.630432 215.760864 0.023454 
169.565216 224.456512 0.010318 
225.543472 188.586960 0.010245 
223.369568 222.826080 0.008392 
228.260864 211.956512 0.006587 
226.630432 229.347824 0.003025 
225.543472 192.934784 0.008551 
220.652176 225.000000 0.010362 
222.282608 226.086960 0.005778 
180.434784 246.195648 0.002110 
225.000000 192.934784 0.009115 
219.565216 226.086960 0.011688 
211.413040 236.956512 0.008120 
207.065216 244.021744 0.005534 
216.847824 196.195648 0.010985 
208.152176 234.782608 0.009065 
211.413040 237.500000 0.007389 
208.152176 242.391296 0.006171 


