left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
193.478256 173.369568 0.077264 
216.847824 216.304352 0.022831 
209.782608 209.782608 0.011369 
175.000000 219.565216 0.017602 
170.108688 226.086960 0.009915 
223.913040 190.760864 0.009439 
227.717392 206.521744 0.009424 
225.000000 207.065216 0.007271 
223.913040 209.239136 0.004360 
226.086960 193.478256 0.009617 
220.108688 223.913040 0.011100 
223.369568 221.195648 0.006146 
223.369568 213.586960 0.002578 
219.565216 163.043472 0.016460 
219.565216 224.456512 0.012130 
210.869568 237.500000 0.007970 
211.956512 244.021744 0.005256 
218.478256 165.217392 0.025333 
213.586960 219.565216 0.009417 
210.869568 238.043472 0.007191 
206.521744 242.391296 0.006032 


