left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.047290 
219.021744 212.500000 0.022049 
180.434784 211.956512 0.011168 
176.630432 216.304352 0.015153 
168.478256 226.086960 0.009257 
223.913040 192.934784 0.009023 
222.826080 222.282608 0.008603 
232.608688 198.369568 0.006627 
223.369568 240.760864 0.002838 
225.000000 194.021744 0.008016 
220.108688 224.456512 0.010653 
221.195648 225.543472 0.005885 
223.913040 242.391296 0.001752 
224.456512 193.478256 0.008154 
219.565216 224.456512 0.011852 
212.500000 236.413040 0.008195 
209.782608 242.391296 0.005490 
215.217392 196.739136 0.011025 
207.065216 234.239120 0.008847 
211.956512 236.956512 0.007508 
208.152176 241.304352 0.006158 


