left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
194.021744 175.000000 0.127132 
216.304352 215.760864 0.023742 
208.695648 209.782608 0.012511 
175.000000 220.652176 0.016226 
170.652176 226.086960 0.009368 
222.826080 205.978256 0.010371 
226.630432 207.065216 0.009378 
224.456512 207.065216 0.007564 
223.913040 208.152176 0.005012 
230.978256 191.847824 0.009496 
220.108688 223.369568 0.011059 
223.369568 220.652176 0.006223 
223.369568 211.956512 0.002883 
219.021744 162.500000 0.015782 
219.565216 224.456512 0.012144 
210.869568 239.130432 0.008055 
213.586960 244.565216 0.005549 
218.478256 165.760864 0.022958 
237.500000 190.217392 0.009451 
211.413040 240.217392 0.007216 
207.065216 243.478256 0.006102 


