left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
129.347824 177.173904 0.188801 
146.739136 167.934784 0.377725 
166.847824 157.065216 0.689698 
155.434784 141.847824 0.625368 
136.413040 137.500000 0.555623 
132.065216 135.326080 0.036679 
132.065216 132.065216 0.032658 
133.152176 154.347824 0.050716 
125.543480 116.847824 0.083256 
126.086960 137.500000 0.014203 
129.347824 135.869568 0.020755 
130.978256 154.891296 0.074242 
127.717392 157.065216 0.064910 
107.065216 138.586960 0.008636 
127.173912 132.608688 0.012516 
128.804352 154.347824 0.047905 
124.456520 158.695648 0.055361 
231.521744 214.673904 0.008476 
123.369568 155.978256 0.010916 
122.826088 154.347824 0.040163 
123.369568 157.608688 0.026542 


