left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.826080 0.041582 
217.391296 215.760864 0.022438 
138.043472 143.478256 0.251513 
157.065216 126.630432 0.615654 
175.000000 110.326088 0.624235 
175.000000 108.152176 0.012817 
221.739136 222.826080 0.008973 
167.391296 101.086960 0.008098 
171.739136 105.978264 0.020163 
230.978256 215.217392 0.008400 
220.108688 224.456512 0.011268 
221.739136 225.543472 0.006112 
175.543472 110.326088 0.004051 
220.108688 217.391296 0.008216 
219.565216 225.543472 0.012396 
217.934784 234.239120 0.008382 
175.543472 110.326088 0.006027 
215.760864 215.217392 0.010555 
215.217392 219.565216 0.008774 
216.304352 235.869568 0.007611 
212.500000 240.760864 0.006165 


