left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
115.217392 166.304352 0.466615 
132.608688 153.260864 0.535426 
150.543472 141.304352 0.540036 
165.217392 135.869568 0.741131 
179.347824 132.608688 0.824796 
141.304352 145.652176 0.012138 
146.195648 145.652176 0.014764 
149.456528 144.565216 0.022070 
163.043472 133.152176 0.014696 
114.673912 169.565216 0.011645 
220.108688 224.456512 0.010125 
222.826080 223.369568 0.005790 
163.043472 133.695648 0.008521 
106.521736 155.434784 0.008330 
219.565216 226.086960 0.011435 
215.217392 237.500000 0.008030 
132.608688 151.086960 0.006429 
111.956520 162.500000 0.014205 
213.586960 219.565216 0.008906 
217.391296 237.500000 0.007292 
130.978256 154.891296 0.008454 


