left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 220.652176 0.043701 
196.195648 217.391296 0.025791 
164.673904 207.065216 0.042483 
166.847824 210.869568 0.030405 
154.347824 204.347824 0.010195 
150.543472 210.869568 0.011228 
227.717392 216.304352 0.008139 
229.347824 207.065216 0.006460 
163.586960 239.130432 0.004716 
230.978256 214.673904 0.008280 
220.652176 223.913040 0.008874 
223.369568 223.913040 0.005490 
170.108688 241.304352 0.004925 
223.913040 195.652176 0.008507 
218.478256 226.630432 0.011039 
208.152176 238.043472 0.008249 
176.086960 241.847824 0.006900 
214.130432 214.673904 0.011546 
205.434784 234.782608 0.009775 
203.804352 244.021744 0.007549 
202.173904 244.565216 0.006848 


