left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 221.739136 0.064365 
198.369568 220.108688 0.027166 
174.456528 215.217392 0.028146 
172.282608 215.217392 0.028433 
161.413040 222.282608 0.008736 
172.282608 211.413040 0.011482 
227.717392 208.695648 0.008464 
224.456512 213.043472 0.006997 
223.369568 214.673904 0.004479 
228.804352 190.217392 0.008222 
220.108688 225.000000 0.009391 
223.913040 220.652176 0.005598 
178.804352 245.652176 0.003613 
225.543472 195.652176 0.008694 
219.021744 226.630432 0.011067 
203.804352 243.478256 0.008183 
205.434784 245.652176 0.006116 
221.195648 171.739136 0.011684 
204.891296 236.956512 0.009759 
205.434784 244.565216 0.007372 
204.891296 244.565216 0.006484 


