left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 221.739136 0.055626 
217.934784 216.304352 0.024644 
179.891296 230.434784 0.010638 
174.456528 220.652176 0.017291 
170.652176 225.000000 0.009641 
224.456512 173.913040 0.009981 
227.717392 207.608688 0.009215 
224.456512 211.956512 0.007247 
222.282608 215.760864 0.004677 
228.260864 191.847824 0.008857 
220.108688 224.456512 0.010094 
223.369568 221.195648 0.005962 
222.826080 215.760864 0.002739 
225.000000 196.739136 0.009741 
219.565216 225.543472 0.011329 
211.413040 239.130432 0.007659 
214.130432 244.565216 0.005204 
219.565216 170.108688 0.017180 
238.043472 189.673904 0.009758 
235.326080 210.869568 0.006900 
206.521744 244.021744 0.005828 


