left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
217.391296 221.195648 0.035634 
217.391296 227.173904 0.021137 
208.152176 206.521744 0.012520 
175.543472 215.760864 0.012823 
167.391296 226.086960 0.008069 
227.717392 219.021744 0.009689 
223.913040 223.369568 0.008769 
225.543472 227.173904 0.006853 
219.565216 233.695648 0.003439 
220.652176 218.478256 0.008075 
222.282608 223.369568 0.009568 
223.913040 226.086960 0.005942 
221.739136 241.847824 0.001972 
219.565216 217.934784 0.007886 
221.195648 223.913040 0.011150 
218.478256 232.608688 0.008102 
213.586960 240.217392 0.005151 
215.760864 210.869568 0.009797 
211.413040 225.000000 0.008290 
214.673904 233.152176 0.007526 
212.500000 237.500000 0.005767 


