left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.826080 0.052719 
200.543472 223.913040 0.022970 
180.978256 232.065216 0.013482 
175.543472 220.108688 0.017689 
172.282608 225.543472 0.007788 
224.456512 190.760864 0.009368 
228.260864 216.304352 0.008251 
227.717392 227.173904 0.006683 
224.456512 232.065216 0.003306 
232.065216 214.130432 0.008229 
219.565216 227.173904 0.009599 
221.739136 228.804352 0.005715 
226.630432 242.934784 0.002310 
225.000000 196.739136 0.008898 
218.478256 227.717392 0.011231 
210.869568 238.586960 0.008381 
208.152176 245.652176 0.006152 
215.760864 197.282608 0.013839 
204.347824 236.956512 0.009413 
210.326080 244.021744 0.007548 
206.521744 245.108688 0.006539 


