left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.826080 0.051332 
217.934784 215.760864 0.023794 
210.326080 209.782608 0.011124 
173.913040 222.826080 0.011055 
172.826080 226.630432 0.008574 
230.434784 215.217392 0.008015 
227.173904 214.673904 0.008839 
226.630432 214.130432 0.006747 
223.913040 211.956512 0.003476 
229.891296 214.673904 0.008371 
220.108688 224.456512 0.010940 
223.369568 223.369568 0.005940 
223.913040 215.217392 0.001947 
224.456512 195.108688 0.008954 
219.565216 225.000000 0.011933 
215.217392 235.869568 0.007714 
211.413040 241.847824 0.004904 
217.391296 195.652176 0.010750 
214.130432 219.565216 0.009105 
215.217392 236.413040 0.007037 
210.869568 241.304352 0.005698 


