left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
158.152176 189.130432 0.303266 
172.282608 203.804352 0.040163 
179.347824 206.521744 0.012578 
203.260864 226.630432 0.011134 
208.152176 232.608688 0.006857 
200.543472 219.021744 0.014033 
208.152176 220.652176 0.009446 
207.608688 226.086960 0.007182 
213.043472 233.152176 0.004396 
201.630432 219.565216 0.010383 
227.173904 221.739136 0.006754 
207.608688 228.260864 0.005616 
214.130432 238.043472 0.002614 
202.717392 219.565216 0.009507 
227.717392 221.739136 0.008559 
204.347824 229.891296 0.007250 
215.217392 237.500000 0.004117 
170.652176 214.130432 0.010900 
207.065216 220.652176 0.008454 
202.173904 228.804352 0.006905 
187.500000 237.500000 0.004761 


