left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 222.826080 0.057278 
216.847824 218.478256 0.024044 
130.434784 154.347824 0.020826 
174.456528 220.108688 0.018616 
124.456520 134.239136 0.010129 
223.913040 188.586960 0.009305 
228.260864 206.521744 0.009004 
224.456512 211.413040 0.007071 
154.347824 167.934784 0.005932 
226.086960 194.021744 0.009178 
220.108688 224.456512 0.009632 
223.913040 221.195648 0.005828 
156.521744 168.478256 0.005128 
225.000000 196.195648 0.010630 
219.565216 225.543472 0.011030 
209.782608 238.043472 0.007569 
210.326080 244.565216 0.004974 
218.478256 167.391296 0.017148 
238.043472 190.217392 0.009483 
240.217392 194.021744 0.006858 
204.891296 244.021744 0.005849 


