left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 222.826080 0.061676 
217.934784 217.391296 0.024545 
176.630432 219.565216 0.010910 
174.456528 219.565216 0.018500 
170.652176 225.543472 0.009098 
223.913040 188.043472 0.009262 
227.717392 207.065216 0.009076 
224.456512 211.413040 0.007223 
152.173920 172.282608 0.005237 
226.086960 194.565216 0.009172 
220.108688 224.456512 0.009831 
223.913040 220.652176 0.005831 
152.173920 170.108688 0.003588 
225.000000 196.739136 0.010651 
219.021744 225.543472 0.011093 
210.869568 237.500000 0.007320 
212.500000 245.108688 0.004794 
219.565216 169.021744 0.013559 
238.043472 190.217392 0.009823 
240.217392 193.478256 0.006947 
207.065216 244.021744 0.005630 


