left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 223.369568 0.058362 
219.021744 216.304352 0.024446 
177.173904 226.086960 0.010198 
173.913040 219.565216 0.016718 
169.021744 225.543472 0.009651 
221.195648 198.369568 0.008052 
227.717392 213.586960 0.008567 
225.000000 213.043472 0.006761 
223.913040 215.217392 0.003895 
225.543472 195.652176 0.008697 
220.108688 224.456512 0.010064 
223.913040 221.739136 0.005816 
223.913040 215.760864 0.002279 
225.000000 196.195648 0.009775 
219.021744 225.543472 0.011356 
210.326080 237.500000 0.007596 
209.239136 244.565216 0.004994 
219.565216 195.108688 0.010552 
238.043472 190.760864 0.009709 
202.717392 241.304352 0.007761 
202.717392 243.478256 0.006072 


