left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
158.152176 185.869568 0.356148 
162.500000 166.847824 0.577279 
169.021744 147.282608 0.762377 
161.413040 134.782608 0.784253 
150.000000 128.260864 0.805555 
166.847824 141.304352 0.492725 
166.847824 122.282608 0.619776 
167.391296 110.326088 0.465095 
168.478256 101.086960 0.356236 
157.065216 144.021744 0.457005 
154.347824 123.913040 0.587669 
159.239136 105.978264 0.184855 
153.804352 136.956528 0.164674 
149.456528 148.369568 0.449325 
146.739136 128.260864 0.760377 
148.913040 135.869568 0.479392 
150.000000 142.934784 0.377123 
141.304352 152.173920 0.616820 
141.304352 136.956528 0.712869 
143.478256 135.326080 0.612305 
146.195648 147.282608 0.394012 


