left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.282608 0.042155 
217.391296 215.217392 0.022090 
184.239136 211.413040 0.010323 
178.804352 215.217392 0.013515 
170.108688 226.630432 0.009819 
228.260864 218.478256 0.007761 
222.282608 222.826080 0.008659 
232.065216 202.173904 0.006527 
223.913040 210.326080 0.002889 
231.521744 215.760864 0.007971 
220.108688 224.456512 0.010919 
221.739136 226.086960 0.005919 
226.630432 241.304352 0.001694 
220.108688 216.304352 0.007750 
220.108688 224.456512 0.012022 
216.304352 235.326080 0.008111 
213.586960 240.760864 0.005361 
216.304352 211.956512 0.009735 
236.956512 196.195648 0.008576 
214.673904 236.956512 0.007380 
210.326080 240.760864 0.006129 


