left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
167.391296 198.913040 0.034211 
216.847824 226.086960 0.018328 
189.673904 206.521744 0.015064 
179.347824 227.717392 0.011016 
172.282608 227.717392 0.009994 
221.195648 215.760864 0.011415 
158.695648 146.195648 0.016653 
154.347824 145.652176 0.009750 
150.543472 150.000000 0.006239 
218.478256 218.478256 0.008980 
151.630432 148.913040 0.013650 
153.804352 144.565216 0.011538 
150.000000 155.978256 0.008836 
157.608688 153.260864 0.012559 
219.565216 222.826080 0.010841 
156.521744 151.630432 0.007968 
150.543472 155.434784 0.008615 
214.130432 215.760864 0.010380 
212.500000 215.760864 0.009649 
215.760864 222.282608 0.007325 
213.586960 238.586960 0.005118 


