left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
227.173904 207.608688 0.028358 
219.565216 226.086960 0.018580 
202.173904 219.021744 0.011261 
202.173904 220.108688 0.010429 
210.869568 238.043472 0.005607 
219.021744 214.130432 0.014294 
206.521744 220.108688 0.009497 
223.369568 215.760864 0.007203 
210.869568 242.391296 0.003491 
214.130432 214.673904 0.009679 
220.108688 216.847824 0.007067 
223.369568 216.304352 0.005761 
210.869568 244.021744 0.002287 
211.956512 214.673904 0.009542 
220.108688 216.847824 0.008884 
222.826080 217.391296 0.007150 
213.586960 238.043472 0.003893 
209.782608 198.913040 0.016765 
206.521744 215.217392 0.010363 
211.413040 216.304352 0.007080 
212.500000 245.108688 0.003782 


