left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.130432 223.369568 0.065625 
220.108688 216.847824 0.025467 
178.260864 228.804352 0.009942 
171.739136 220.108688 0.013454 
160.869568 224.456512 0.009522 
223.369568 188.586960 0.011448 
225.543472 216.304352 0.009250 
223.913040 219.021744 0.006960 
222.282608 219.565216 0.003986 
221.195648 214.673904 0.008786 
220.108688 222.826080 0.009662 
222.826080 220.652176 0.005825 
219.565216 245.108688 0.002640 
224.456512 193.478256 0.009395 
217.934784 224.456512 0.010855 
204.891296 238.043472 0.008084 
207.608688 245.108688 0.006094 
216.847824 194.021744 0.013528 
236.413040 189.673904 0.009749 
202.173904 240.760864 0.008123 
202.173904 244.021744 0.006753 


