left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
131.521744 142.391296 0.230420 
201.086960 224.456512 0.022279 
188.043472 210.869568 0.012006 
184.782608 240.217392 0.010013 
219.021744 235.869568 0.005526 
220.108688 211.413040 0.011634 
220.108688 216.847824 0.009487 
219.021744 214.673904 0.007362 
219.565216 215.217392 0.003913 
219.565216 219.021744 0.009480 
219.021744 223.913040 0.010263 
213.043472 233.695648 0.006320 
203.804352 245.652176 0.003104 
219.021744 219.021744 0.009371 
217.934784 226.086960 0.011801 
210.326080 236.956512 0.009061 
203.804352 245.108688 0.006492 
214.130432 214.673904 0.015222 
214.130432 215.217392 0.009823 
211.413040 234.782608 0.008021 
205.978256 244.565216 0.006441 


