left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
170.108688 195.652176 0.174486 
183.152176 219.021744 0.020396 
138.586960 161.413040 0.015498 
194.021744 228.260864 0.007872 
214.673904 238.043472 0.003918 
146.195648 161.413040 0.011726 
221.195648 218.478256 0.009822 
221.195648 217.391296 0.006837 
221.739136 230.434784 0.003426 
219.021744 217.391296 0.008944 
220.652176 221.739136 0.010357 
221.739136 223.913040 0.005976 
223.369568 238.586960 0.002221 
170.652176 209.782608 0.008850 
220.652176 223.369568 0.011074 
219.021744 231.521744 0.007990 
217.391296 237.500000 0.004986 
162.500000 208.695648 0.016430 
211.956512 219.021744 0.008551 
216.304352 223.913040 0.007138 
215.217392 237.500000 0.005281 


