left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 221.195648 0.052421 
216.847824 217.391296 0.023915 
182.065216 230.434784 0.009988 
173.913040 220.652176 0.015694 
170.652176 225.000000 0.009229 
228.260864 180.978256 0.008682 
227.717392 207.608688 0.009249 
221.739136 215.217392 0.007328 
221.195648 215.760864 0.004705 
223.913040 213.586960 0.008752 
220.108688 223.913040 0.009802 
223.369568 220.652176 0.005869 
222.282608 215.760864 0.002657 
224.456512 198.913040 0.009525 
219.565216 225.543472 0.011128 
210.869568 239.130432 0.007804 
213.043472 244.565216 0.005363 
215.217392 216.847824 0.011003 
237.500000 190.760864 0.009660 
210.869568 240.760864 0.006969 
205.978256 243.478256 0.005997 


