left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
184.782608 169.565216 0.106177 
215.760864 228.260864 0.019708 
209.782608 204.891296 0.019061 
214.673904 210.326080 0.010787 
186.413040 228.260864 0.008228 
227.173904 210.326080 0.016874 
228.260864 210.326080 0.010065 
228.260864 210.869568 0.007748 
216.304352 239.130432 0.004351 
226.086960 208.152176 0.010051 
228.804352 211.413040 0.008733 
228.804352 211.956512 0.006139 
219.021744 239.673904 0.003209 
224.456512 203.804352 0.009829 
229.347824 214.673904 0.010088 
227.717392 227.173904 0.007430 
214.673904 238.586960 0.004911 
215.217392 200.543472 0.018130 
223.913040 189.130432 0.008135 
211.956512 236.413040 0.006828 
210.869568 239.130432 0.005161 


