left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 219.565216 0.046995 
201.086960 221.739136 0.022742 
176.086960 227.173904 0.014327 
175.000000 219.565216 0.015844 
166.847824 225.543472 0.007975 
219.565216 210.869568 0.007845 
220.108688 211.956512 0.007805 
226.086960 209.239136 0.006221 
188.586960 246.195648 0.003621 
220.108688 219.021744 0.007786 
220.108688 223.913040 0.008461 
191.304352 245.108688 0.005952 
185.326080 246.195648 0.004524 
219.021744 218.478256 0.007513 
219.565216 225.000000 0.010329 
199.456512 244.021744 0.009050 
198.913040 245.652176 0.007271 
214.673904 217.391296 0.009187 
205.978256 236.956512 0.009034 
202.173904 245.108688 0.008025 
204.347824 244.565216 0.006889 


