left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
149.456528 191.304352 0.083403 
202.173904 220.652176 0.020982 
169.565216 206.521744 0.019440 
177.717392 216.847824 0.019279 
161.956528 224.456512 0.011131 
225.000000 190.760864 0.009485 
224.456512 220.108688 0.008194 
232.065216 203.260864 0.006510 
207.608688 243.478256 0.003628 
221.739136 218.478256 0.008067 
221.195648 223.913040 0.008816 
211.956512 234.782608 0.005594 
183.152176 245.652176 0.003193 
220.108688 218.478256 0.007793 
219.565216 225.000000 0.010759 
209.782608 236.956512 0.008305 
203.804352 244.565216 0.006128 
215.217392 216.304352 0.009453 
206.521744 234.782608 0.009163 
210.869568 236.956512 0.007612 
204.347824 244.565216 0.006548 


