left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
202.717392 144.565216 0.292093 
184.239136 153.804352 0.408414 
172.282608 162.500000 0.615326 
148.913040 172.826080 0.735296 
128.804352 189.130432 0.571396 
154.891296 120.108696 0.582257 
121.739128 124.456520 0.264186 
114.130432 138.043472 0.189697 
115.217392 160.326080 0.120410 
154.347824 110.869568 0.405752 
116.847824 120.108696 0.262333 
114.130432 152.717392 0.182176 
120.108696 163.586960 0.183795 
154.347824 111.956520 0.300226 
126.630432 121.739128 0.170524 
117.934784 138.586960 0.138444 
122.282608 157.608688 0.106275 
156.521744 116.304344 0.142951 
133.152176 126.086960 0.185892 
123.369568 136.956528 0.163238 
128.260864 140.760864 0.161993 


