left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
216.304352 222.826080 0.054716 
219.021744 215.217392 0.024897 
210.326080 207.608688 0.013668 
173.913040 223.369568 0.013950 
170.652176 226.086960 0.009986 
223.913040 191.304352 0.009120 
222.826080 222.826080 0.008624 
228.260864 222.826080 0.006691 
224.456512 211.413040 0.003189 
225.000000 194.021744 0.008257 
220.108688 225.000000 0.011001 
223.369568 223.913040 0.005855 
227.717392 241.304352 0.001697 
224.456512 193.478256 0.008845 
219.565216 225.000000 0.011993 
215.217392 235.869568 0.007727 
211.956512 241.847824 0.004893 
215.760864 196.739136 0.012122 
236.956512 194.021744 0.008929 
214.673904 237.500000 0.007062 
211.413040 240.760864 0.005749 


