left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
164.673904 157.065216 0.196676 
169.565216 140.760864 0.111766 
175.543472 126.086960 0.091185 
169.565216 119.021736 0.166072 
163.586960 116.304344 0.029402 
171.195648 127.717392 0.065920 
173.369568 124.456520 0.027522 
158.152176 120.108696 0.026412 
157.608688 136.956528 0.057436 
157.065216 126.086960 0.043630 
175.000000 125.543480 0.027942 
157.608688 120.108696 0.029467 
158.152176 136.956528 0.022859 
150.543472 136.956528 0.036487 
157.608688 120.652176 0.028972 
157.608688 122.826088 0.039475 
158.152176 136.956528 0.044804 
146.739136 130.434784 0.156871 
148.913040 123.913040 0.063757 
152.173920 124.456520 0.095425 
157.065216 137.500000 0.159791 


