left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
216.304352 221.739136 0.050418 
218.478256 214.673904 0.024233 
180.978256 215.217392 0.011348 
177.717392 215.217392 0.020200 
170.652176 225.000000 0.009758 
220.108688 197.826080 0.008363 
221.739136 223.369568 0.008366 
227.173904 210.869568 0.006539 
224.456512 210.869568 0.003178 
225.000000 194.021744 0.007854 
220.108688 225.000000 0.010775 
220.652176 227.173904 0.005812 
226.630432 241.847824 0.001614 
225.000000 193.478256 0.008366 
219.565216 225.543472 0.011928 
214.130432 236.413040 0.007990 
211.413040 242.934784 0.005234 
215.217392 197.282608 0.011378 
236.956512 194.021744 0.008966 
214.130432 238.043472 0.007234 
210.869568 241.304352 0.005997 


