left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
196.195648 185.869568 0.295570 
214.130432 205.434784 0.074605 
214.130432 206.521744 0.014938 
237.500000 226.086960 0.008436 
219.021744 237.500000 0.003197 
221.195648 210.869568 0.008098 
225.543472 205.434784 0.007545 
225.543472 206.521744 0.006704 
223.913040 207.065216 0.005713 
220.108688 211.413040 0.008165 
228.804352 220.652176 0.007384 
228.804352 228.260864 0.005875 
225.543472 233.152176 0.003450 
219.021744 210.326080 0.014211 
229.347824 221.195648 0.009609 
229.347824 231.521744 0.008038 
226.086960 236.413040 0.005423 
216.304352 213.586960 0.023395 
230.978256 219.565216 0.008145 
226.630432 234.239120 0.007392 
223.913040 237.500000 0.005704 


