left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
193.478256 175.000000 0.149779 
216.304352 215.217392 0.022839 
208.695648 207.065216 0.014709 
174.456528 220.652176 0.014658 
171.195648 227.173904 0.008977 
223.369568 205.978256 0.010386 
227.717392 207.608688 0.009078 
224.456512 206.521744 0.007349 
223.913040 207.065216 0.004727 
232.065216 192.934784 0.009289 
220.108688 223.913040 0.011667 
222.826080 222.826080 0.006247 
223.913040 209.239136 0.002586 
218.478256 162.500000 0.014516 
219.565216 225.000000 0.012681 
212.500000 237.500000 0.008400 
213.043472 243.478256 0.005830 
218.478256 166.304352 0.019418 
237.500000 191.304352 0.009194 
214.130432 236.956512 0.007496 
208.695648 242.391296 0.006296 


