left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
126.630432 171.739136 0.443482 
133.695648 154.347824 0.571890 
141.847824 133.152176 0.719916 
128.804352 117.391304 0.734177 
114.673912 105.978264 0.542626 
133.152176 159.239136 0.013879 
145.108688 141.304352 0.029087 
119.021736 101.086960 0.022007 
107.065216 115.217392 0.016532 
221.739136 216.847824 0.008182 
219.565216 225.000000 0.009716 
110.326088 123.913040 0.021154 
109.239128 119.021736 0.011002 
225.000000 197.282608 0.008378 
219.021744 226.630432 0.011345 
209.782608 241.304352 0.008590 
109.782608 119.021736 0.007959 
215.217392 215.760864 0.011320 
204.891296 238.043472 0.009498 
105.978264 101.086960 0.008116 
110.869568 135.869568 0.007683 


