left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 222.826080 0.062034 
219.021744 215.760864 0.025806 
177.173904 227.717392 0.011202 
174.456528 220.108688 0.019371 
170.108688 224.456512 0.010755 
224.456512 176.630432 0.010418 
227.173904 209.782608 0.009294 
223.913040 213.586960 0.007326 
222.282608 215.760864 0.004873 
228.260864 190.760864 0.009122 
220.108688 223.913040 0.010297 
223.913040 220.652176 0.006048 
223.369568 215.217392 0.002908 
225.000000 195.108688 0.010189 
219.565216 225.000000 0.011488 
209.782608 239.130432 0.007596 
211.413040 245.108688 0.005217 
219.565216 171.739136 0.015960 
238.043472 189.130432 0.009967 
234.782608 211.956512 0.006967 
203.804352 244.021744 0.005929 


