left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.282608 0.055355 
216.847824 217.934784 0.024762 
214.673904 209.782608 0.009634 
175.000000 225.543472 0.014615 
171.739136 226.630432 0.009027 
226.630432 176.086960 0.008656 
226.630432 211.413040 0.009361 
123.913040 149.456528 0.007601 
123.913040 141.847824 0.006174 
224.456512 212.500000 0.008745 
220.652176 223.913040 0.010352 
223.913040 220.652176 0.006068 
123.913040 141.304352 0.003468 
225.000000 197.282608 0.009802 
219.565216 225.000000 0.011435 
217.391296 235.869568 0.007300 
125.543480 141.304352 0.005406 
220.652176 171.195648 0.014533 
238.043472 189.673904 0.009764 
123.913040 149.456528 0.010939 
125.000000 141.847824 0.005943 


