left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
142.391296 186.413040 0.103395 
214.673904 227.717392 0.021592 
165.760864 204.891296 0.017541 
178.260864 215.760864 0.018837 
163.043472 228.260864 0.008737 
176.086960 213.043472 0.010795 
223.913040 223.369568 0.008043 
225.543472 227.173904 0.006428 
210.869568 244.021744 0.003229 
226.086960 218.478256 0.007845 
222.826080 223.913040 0.009051 
220.652176 229.347824 0.005708 
204.347824 245.652176 0.002381 
220.108688 217.934784 0.007602 
220.652176 225.543472 0.010932 
212.500000 236.413040 0.008273 
203.804352 244.565216 0.005773 
215.217392 216.304352 0.009317 
207.608688 234.782608 0.008919 
212.500000 236.413040 0.007670 
210.326080 239.130432 0.006303 


