left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 221.739136 0.046635 
217.391296 215.217392 0.022812 
210.326080 206.521744 0.013451 
175.543472 218.478256 0.015762 
171.195648 225.000000 0.009306 
220.652176 194.565216 0.009085 
227.173904 214.130432 0.008865 
226.630432 207.608688 0.006834 
224.456512 208.695648 0.003567 
225.000000 192.934784 0.009257 
220.108688 224.456512 0.011050 
223.369568 223.913040 0.005993 
224.456512 211.956512 0.001947 
219.565216 164.130432 0.014371 
219.565216 225.000000 0.012145 
213.043472 236.956512 0.008211 
213.586960 243.478256 0.005534 
217.934784 165.217392 0.023634 
237.500000 190.760864 0.009109 
214.130432 236.956512 0.007413 
209.782608 241.847824 0.006150 


