left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.826080 0.060056 
219.021744 215.760864 0.025186 
178.804352 229.891296 0.010569 
174.456528 220.652176 0.018055 
170.652176 224.456512 0.010740 
224.456512 176.630432 0.010301 
227.717392 210.869568 0.008987 
224.456512 212.500000 0.007036 
223.913040 214.130432 0.004271 
227.173904 190.760864 0.008747 
220.108688 224.456512 0.010174 
223.913040 221.195648 0.005847 
223.913040 215.217392 0.002486 
225.000000 193.478256 0.009562 
219.021744 225.543472 0.011395 
211.413040 238.043472 0.007531 
214.130432 245.108688 0.004926 
220.108688 172.282608 0.012681 
238.043472 189.673904 0.009562 
234.239120 212.500000 0.006851 
206.521744 244.021744 0.005684 


