left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 223.369568 0.056128 
219.021744 215.217392 0.024707 
179.891296 230.978256 0.010162 
173.913040 221.195648 0.013654 
170.108688 226.086960 0.009669 
222.826080 205.978256 0.007778 
227.173904 214.130432 0.008347 
225.543472 208.695648 0.006664 
223.913040 211.413040 0.003559 
226.086960 193.478256 0.007995 
219.565216 225.000000 0.010561 
223.913040 222.826080 0.005688 
223.913040 214.673904 0.001861 
225.543472 193.478256 0.008517 
219.565216 225.543472 0.011572 
211.413040 237.500000 0.007549 
209.239136 242.934784 0.004889 
215.217392 196.195648 0.011704 
236.956512 192.934784 0.009057 
234.239120 213.586960 0.006863 
207.065216 242.934784 0.005696 


