left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 222.826080 0.064674 
219.021744 216.304352 0.027165 
178.804352 229.347824 0.010209 
174.456528 221.195648 0.016573 
171.195648 225.000000 0.009844 
225.000000 177.173904 0.011007 
227.717392 210.869568 0.009299 
223.913040 214.673904 0.007378 
223.369568 215.760864 0.004950 
228.260864 190.217392 0.009326 
220.108688 224.456512 0.010083 
223.913040 220.652176 0.006014 
223.369568 215.760864 0.002985 
226.086960 192.391296 0.010370 
219.021744 225.543472 0.011336 
211.956512 238.586960 0.007472 
214.673904 245.108688 0.005139 
219.565216 171.739136 0.016500 
238.043472 188.586960 0.010125 
240.760864 192.934784 0.007070 
209.239136 244.565216 0.005732 


