left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.760864 222.282608 0.046033 
217.391296 215.760864 0.022980 
180.434784 210.869568 0.011447 
177.173904 215.217392 0.019779 
169.565216 225.543472 0.010280 
223.913040 193.478256 0.008032 
222.826080 223.369568 0.008371 
227.717392 210.326080 0.006503 
224.456512 210.326080 0.002960 
225.543472 194.565216 0.007833 
220.652176 224.456512 0.010444 
221.195648 226.630432 0.005747 
226.630432 241.847824 0.001548 
225.000000 194.021744 0.007957 
220.108688 225.000000 0.011653 
213.586960 236.956512 0.007935 
212.500000 241.304352 0.005244 
215.760864 197.282608 0.010491 
209.239136 235.326080 0.008628 
213.586960 238.586960 0.007244 
210.869568 240.760864 0.006050 


