left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
151.630432 182.608688 0.242224 
164.130432 194.565216 0.039214 
183.152176 206.521744 0.027618 
180.434784 230.978256 0.011386 
171.195648 229.347824 0.005536 
219.565216 213.043472 0.009894 
220.652176 222.282608 0.009057 
220.652176 217.934784 0.006857 
222.282608 216.847824 0.003533 
220.108688 219.021744 0.008935 
219.021744 225.543472 0.011027 
214.130432 232.608688 0.006209 
219.021744 243.478256 0.002712 
150.000000 187.500000 0.009314 
217.934784 226.630432 0.012290 
211.956512 236.413040 0.009136 
211.413040 244.021744 0.006452 
151.086960 188.043472 0.015616 
208.152176 235.326080 0.009819 
211.956512 235.326080 0.007987 
210.326080 243.478256 0.006667 


