left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 223.369568 0.075034 
197.826080 220.108688 0.028831 
176.086960 216.304352 0.027727 
173.369568 215.217392 0.035408 
167.391296 221.195648 0.010712 
227.173904 178.260864 0.010214 
227.717392 210.326080 0.008706 
223.913040 214.130432 0.007227 
223.369568 215.217392 0.004925 
228.804352 190.217392 0.008799 
220.108688 224.456512 0.009259 
223.913040 220.108688 0.005662 
223.913040 215.217392 0.002697 
227.717392 191.847824 0.009643 
219.565216 225.000000 0.010860 
205.978256 241.304352 0.007470 
209.239136 245.652176 0.005202 
220.652176 171.739136 0.014033 
238.043472 190.217392 0.010129 
203.804352 242.391296 0.007077 
204.347824 244.021744 0.005921 


