left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 223.369568 0.062764 
217.391296 217.934784 0.024896 
176.086960 219.565216 0.011291 
174.456528 219.565216 0.018571 
170.652176 226.086960 0.009863 
224.456512 176.630432 0.009503 
228.260864 206.521744 0.009269 
225.000000 208.695648 0.007316 
223.369568 213.586960 0.004690 
226.086960 195.108688 0.009416 
220.108688 224.456512 0.009807 
223.913040 221.195648 0.005877 
223.369568 215.217392 0.002716 
225.000000 197.282608 0.011071 
219.565216 225.000000 0.011094 
211.413040 236.956512 0.007205 
214.130432 245.108688 0.004659 
219.021744 169.021744 0.016600 
238.043472 189.673904 0.009754 
240.217392 193.478256 0.007017 
207.065216 244.021744 0.005473 


