left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
146.739136 150.543472 0.066193 
216.304352 227.173904 0.021695 
194.021744 219.565216 0.010856 
176.086960 223.369568 0.010207 
173.369568 227.173904 0.006043 
227.173904 219.565216 0.008165 
223.369568 222.826080 0.008266 
225.000000 226.630432 0.006660 
218.478256 233.152176 0.002855 
220.652176 218.478256 0.007951 
222.282608 222.826080 0.008554 
223.369568 225.543472 0.005702 
207.608688 244.021744 0.001773 
219.021744 219.021744 0.007715 
221.739136 222.282608 0.010393 
219.565216 232.065216 0.007743 
206.521744 242.934784 0.004861 
214.130432 216.847824 0.009322 
215.760864 219.565216 0.007739 
215.760864 234.782608 0.007000 
214.130432 238.043472 0.005046 


