left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
215.217392 222.826080 0.057654 
219.021744 215.760864 0.025280 
180.434784 226.630432 0.010487 
175.000000 219.021744 0.017047 
170.652176 224.456512 0.009898 
223.913040 188.586960 0.009649 
227.717392 213.586960 0.008882 
225.543472 213.586960 0.006905 
223.913040 214.673904 0.004047 
226.086960 193.478256 0.009051 
220.108688 224.456512 0.010396 
223.913040 221.739136 0.005986 
223.913040 215.217392 0.002439 
225.000000 194.021744 0.010104 
219.565216 225.543472 0.011666 
210.869568 238.043472 0.007764 
214.130432 245.108688 0.005153 
219.021744 194.021744 0.011481 
238.043472 189.673904 0.009744 
234.239120 213.586960 0.007032 
205.978256 244.021744 0.005862 


