left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
218.478256 219.021744 0.037203 
219.565216 207.065216 0.021920 
207.065216 204.891296 0.010352 
239.130432 186.413040 0.009149 
172.826080 226.630432 0.006943 
223.913040 191.847824 0.011072 
233.695648 188.586960 0.008260 
239.673904 177.173904 0.006832 
242.391296 175.543472 0.003516 
223.913040 192.934784 0.009443 
223.369568 220.652176 0.008942 
225.543472 220.652176 0.005848 
243.478256 179.891296 0.001620 
223.913040 192.391296 0.009891 
223.913040 219.565216 0.010654 
222.826080 228.260864 0.007781 
214.130432 238.586960 0.004682 
214.673904 193.478256 0.014627 
240.217392 184.782608 0.007971 
215.760864 235.326080 0.007029 
213.586960 238.043472 0.005110 


