left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
107.608696 181.521744 0.165059 
125.000000 178.804352 0.327860 
145.652176 175.543472 0.804550 
158.152176 161.956528 0.922611 
165.217392 148.913040 0.845340 
132.065216 175.000000 0.023967 
106.521736 184.782608 0.010261 
130.434784 173.369568 0.054084 
128.260864 167.391296 0.026838 
129.347824 175.543472 0.009576 
100.000000 184.239136 0.007446 
130.978256 175.543472 0.008739 
135.869568 167.934784 0.022115 
130.978256 175.543472 0.006383 
230.978256 217.391296 0.006025 
234.239120 217.934784 0.005321 
111.956520 163.043472 0.004311 
229.891296 215.217392 0.006573 
232.065216 215.217392 0.005913 
234.782608 215.217392 0.005191 
136.413040 132.065216 0.004142 


