left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
226.630432 208.695648 0.028765 
219.565216 225.543472 0.019003 
199.456512 219.565216 0.011338 
199.456512 220.652176 0.010557 
209.782608 237.500000 0.005745 
219.021744 214.130432 0.013457 
205.978256 220.108688 0.009513 
206.521744 220.652176 0.007156 
213.586960 234.239120 0.003541 
213.043472 215.217392 0.009481 
220.108688 217.391296 0.007191 
223.369568 217.934784 0.005717 
210.326080 243.478256 0.002296 
211.413040 215.217392 0.009398 
219.565216 217.934784 0.009054 
222.826080 219.565216 0.007132 
211.956512 237.500000 0.003890 
209.239136 203.260864 0.015851 
206.521744 216.304352 0.010428 
210.869568 217.934784 0.007164 
204.347824 232.608688 0.003869 


