left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
214.673904 222.826080 0.062319 
219.021744 216.304352 0.024720 
175.543472 222.282608 0.010687 
150.543472 119.565216 0.044627 
170.652176 225.543472 0.010324 
226.086960 176.630432 0.008702 
227.717392 207.608688 0.008865 
224.456512 211.956512 0.007083 
222.282608 215.760864 0.004545 
223.913040 213.586960 0.008556 
220.108688 223.913040 0.009439 
223.913040 220.652176 0.005706 
223.369568 215.760864 0.002570 
225.000000 196.739136 0.009484 
219.021744 225.000000 0.010812 
209.239136 238.586960 0.007015 
210.869568 245.108688 0.004641 
220.652176 171.739136 0.012289 
238.043472 190.760864 0.009736 
235.869568 210.869568 0.006875 
203.260864 244.021744 0.005490 


