left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
114.130432 167.391296 0.209329 
133.152176 162.500000 0.296108 
158.152176 158.152176 0.557298 
180.434784 136.413040 0.628306 
194.565216 119.021736 0.104564 
155.434784 149.456528 0.025956 
184.782608 126.630432 0.014262 
192.934784 118.478264 0.022847 
154.347824 150.000000 0.019586 
153.804352 153.804352 0.010753 
220.652176 223.913040 0.010215 
162.500000 141.304352 0.007138 
154.347824 148.913040 0.022743 
223.913040 211.413040 0.009522 
219.565216 225.543472 0.011280 
162.500000 141.304352 0.008488 
162.500000 140.760864 0.013030 
219.565216 215.760864 0.009985 
216.304352 220.108688 0.008456 
219.565216 236.413040 0.006965 
160.326080 141.847824 0.006185 


