left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
132.608688 151.630432 0.313578 
110.869568 154.347824 0.023732 
180.978256 214.130432 0.016506 
193.478256 222.282608 0.011937 
204.891296 237.500000 0.004802 
192.391296 220.652176 0.013130 
204.347824 223.913040 0.007836 
202.717392 230.978256 0.006092 
182.065216 248.913040 0.002868 
195.652176 220.108688 0.009596 
220.652176 223.369568 0.004940 
202.717392 230.978256 0.004781 
156.521744 219.565216 0.001852 
166.847824 202.173904 0.009662 
221.195648 223.369568 0.006333 
156.521744 216.304352 0.007128 
155.434784 216.847824 0.006920 
165.760864 201.086960 0.017002 
165.217392 215.217392 0.008550 
154.347824 217.391296 0.009172 
155.978256 215.760864 0.008012 


