left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
163.043472 194.021744 0.334999 
179.347824 208.695648 0.055851 
192.391296 211.413040 0.027044 
202.717392 222.826080 0.011599 
213.043472 229.347824 0.005934 
204.891296 221.739136 0.016846 
213.586960 219.021744 0.011341 
210.869568 227.173904 0.008041 
210.326080 232.065216 0.004723 
208.695648 219.021744 0.010816 
213.043472 222.282608 0.010133 
210.869568 225.000000 0.006678 
202.173904 245.108688 0.002727 
207.608688 219.565216 0.011082 
209.782608 224.456512 0.010937 
207.065216 230.434784 0.008509 
202.717392 233.695648 0.004710 
162.500000 207.608688 0.017194 
210.869568 214.673904 0.010245 
210.869568 220.108688 0.008167 
198.913040 234.239120 0.005553 


