left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
175.543472 189.130432 0.226612 
172.826080 153.804352 0.040593 
169.565216 123.913040 0.032396 
173.913040 115.217392 0.090656 
158.695648 110.326088 0.019950 
154.891296 118.478264 0.015015 
167.391296 122.826088 0.023194 
158.152176 123.369568 0.021061 
153.804352 106.521736 0.012598 
160.869568 132.608688 0.008337 
155.978256 132.065216 0.014632 
161.413040 149.456528 0.017195 
158.152176 158.695648 0.023317 
219.565216 215.760864 0.007562 
157.608688 132.608688 0.009692 
145.108688 141.304352 0.011992 
155.434784 159.239136 0.022321 
211.956512 215.760864 0.010293 
175.543472 117.391304 0.009883 
162.500000 105.434784 0.008672 
153.260864 106.521736 0.008099 


