left: Array<T>::toString():
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 

, right: Array<T>::toString():
178.260864 194.021744 0.149084 
202.173904 230.978256 0.013013 
203.260864 211.413040 0.009385 
207.065216 213.043472 0.007433 
173.913040 228.260864 0.004478 
227.173904 215.760864 0.008913 
226.630432 219.021744 0.007235 
227.173904 225.000000 0.005770 
221.739136 235.869568 0.003269 
229.891296 215.760864 0.007717 
225.000000 223.369568 0.006952 
226.086960 226.630432 0.005046 
223.913040 230.978256 0.001585 
230.434784 216.304352 0.007435 
225.000000 223.913040 0.008905 
220.652176 232.608688 0.006826 
208.152176 239.130432 0.004212 
210.869568 217.934784 0.010313 
204.347824 234.239120 0.007344 
218.478256 235.326080 0.006554 
208.152176 240.217392 0.005247 


